код,закупка,валюта,группа,подгруппа,наименование,описание,наличие,?
2578012,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PJD7828HDL,"ViewSonic PJD7828HDL DLP, 3D, Full HD, 1920x1080, 3200 Lm, 22000:1, лампа 4000/10000 часов (норм/SuperEco режим), TR 1.1-1.5, 10W speaker, 2x HDMI, VGA, S-Video, композитный, аудио mini jack, USB A, MHL, VGA out, audio out, RS232, 35/30 дБ, 2.4 кг, 316x104x228 мм",/рез.:*,?
2578013,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic Pro7827HD,"ViewSonic Pro7827HD DLP, 3D, Full HD, 1920x1080, 2200 Lm, 22000:1, лампа 3500/6500 часов (норм/SuperEco режим), TR 1.1-1.5, 10W speaker, 3x HDMI, VGA, S-Video, композитный, аудио mini jack, USB A, MHL, VGA out, audio out, RS232, 36/31 дБ, 2.6 кг, 316x104x228 мм",**,?
2578015,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic Pro8520WL,"ViewSonic Pro8520WL DLP, 3D, WXGA, 1280x800, 5200 Lm, 5000:1, лампа 2000/2500 часов (норм/эконом режим), TR 1.12-1.8, 20W speaker, 4x HDMI, 2x VGA, S-Video, композитный, аудио mini jack, аудио RCA, USB A, VGA out, audio out, RS232, RJ45, 33 дБ, 6.3 кг, 497x140x316 мм",,?
2578016,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic Pro8530HDL,"ViewSonic Pro8530HDL DLP, 3D, Full HD, 1920x1080, 5200 Lm, 5000:1, лампа 2000/2500 часов (норм/эконом режим), TR 1.01-1.71, 20W speaker, 4x HDMI, 2x VGA, S-Video, композитный, аудио mini jack, аудио RCA, USB A, VGA out, audio out, RS232, RJ45, 33 дБ, 6.3 кг, 497x140x316 мм",* /рез.:*,?
2578017,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic Pro8800WUL,"ViewSonic Pro8800WUL DLP, 3D, WUXGA, 1920x1200, 5200 Lm, 5000:1, лампа 2000/2500 часов (норм/эконом режим), TR 1.01-1.71, 20W speaker, 4x HDMI, 2x VGA, S-Video, композитный, аудио mini jack, аудио RCA, USB A, VGA out, audio out, RS232, RJ45, 33 дБ, 6.3 кг, 497x140x316 мм",,?
2578018,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic Pro9530HDL,"ViewSonic Pro9530HDL DLP, 3D, Full HD, 1920x1080, 5200 Lm, 6000:1, лампа 1500/3500 часов (норм/эконом режим), TR 1.25-2.13, 14W speaker, 2x HDMI, 2x VGA, DVI, BNC, S-Video, композитный, аудио mini jack, аудио RCA, USB A, VGA out, RS232, RJ45, 31 дБ, 8.29 кг, 445x148x326 мм",* /рез.:*,?
2578019,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic Pro9800WUL,"ViewSonic Pro9800WUL DLP, 3D, WUXGA, 1920x1200, 5500 Lm, 6000:1, лампа 1500/3500 часов (норм/эконом режим), TR 1.25-2.13, 14W speaker, 2x HDMI, 2x VGA, DVI, BNC, S-Video, композитный, аудио mini jack, аудио RCA, USB A, VGA out, RS232, RJ45, 31 дБ, 8.29 кг, 445x148x326 мм",,?
2578578,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PS501W (КФ),"ViewSonic PS501W (КФ) Короткофокусный, DLP, 3D, WXGA, 1280x800, 3500 Lm, 22000:1, лампа 5000/15000 часов, TR 0.49, VGA x2, HDMI, композитный, компонентный, аудио mini jack, RS232, USB (A), USB (B), динамик 2 Вт, 27 дБ, 2.6 кг, 292x236x115 мм",**** /рез.:***,?
2578577,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PS501X (КФ),"ViewSonic PS501X (КФ) Короткофокусный, DLP, 3D, XGA, 1024x768, 3500 Lm, 22000:1, лампа 5000/15000 часов, TR 0.61, VGA x2, HDMI, композитный, компонентный, аудио mini jack, RS232, USB (A), USB (B), динамик 2 Вт, 27 дБ, 2.6 кг, 292x236x115 мм",**** /рез.:****,?
2578579,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PS600W (КФ),"ViewSonic PS600W (КФ) Короткофокусный, DLP, 3D, WXGA, 1280x800, 3500 Lm, 22000:1, лампа 5000/15000 часов, TR 0.49, VGA x2, HDMI x2, композитный, компонентный, аудио mini jack, RS232, RJ45, USB (A), USB (B), динамик 10 Вт, 27 дБ, 2.6 кг, 292x236x115 мм",**,?
2578580,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PS600X (КФ),"ViewSonic PS600X (КФ) Короткофокусный, DLP, 3D, XGA, 1024x768, 3500 Lm, 22000:1, лампа 5000/15000 часов, TR 0.61, VGA x2, HDMI x2, композитный, компонентный, аудио mini jack, RS232, RJ45, USB (A), USB (B), динамик 10 Вт, 27 дБ, 2.6 кг, 292x236x115 мм",****,?
2578527,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PS700W (УКФ),"ViewSonic PS700W (УКФ) Ультракороткофокусный, DLP, 3D, WXGA, 1280x800, 3300 Lm, 10000:1, лампа 3000/6000 часов, TR 0.23, VGA x2, HDMI x2, S-Video, композитный, компонентный, аудио mini jack, аудио RCA, RS232, RJ45, MHL, USB (A) x2, USB (B), 29 дБ, 6.1 кг, 434x388x153 мм",*,?
2578528,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PS700X (УКФ),"ViewSonic PS700X (УКФ) Ультракороткофокусный, DLP, 3D, XGA, 1024x768, 3300 Lm, 10000:1, лампа 3000/6000 часов, TR 0.29, VGA x2, HDMI x2, S-Video, композитный, компонентный, аудио mini jack, аудио RCA, RS232, RJ45, MHL, USB (A) x2, USB (B), 29 дБ, 6.1 кг, 434x388x153 мм",/рез.:*,?
2578483,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PS750HD (УКФ интерактив),"ViewSonic PS750HD (УКФ интерактив) Интерактивный, Ультракороткофокусный, DLP, 3D, Full HD, 1920x1080, 3300 Lm, 10000:1, лампа 3000/7500 часов, TR 0.22, VGA x2, HDMI x2, S-Video, композитный, аудио mini jack, аудио RCA, RS232, RJ45, MHL, USB (A) x2, USB (B), 29 дБ, 6.1 кг, 434x388x153 мм",/рез.:*,?
2578529,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PS750W (УКФ интерактив),"ViewSonic PS750W (УКФ интерактив) Интерактивный, Ультракороткофокусный, DLP, 3D, WXGA, 1280x800, 3300 Lm, 10000:1, лампа 3000/7500 часов, TR 0.23, VGA x2, HDMI x2, S-Video, композитный, аудио mini jack, аудио RCA, RS232, RJ45, MHL, USB (A) x2, USB (B), 29 дБ, 6.1 кг, 434x388x153 мм",**,?
2578530,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PX700HD,"ViewSonic PX700HD DLP, 3D, Full HD, 1920x1080, 3500 Lm, 12000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.5-1.65, VGA, HDMI x2, компонентный, аудио mini jack, USB (A), USB (B), RS232, 2W динамик, 27 дБ, 3.68 кг, 332x261x135 мм",**** /рез.:*,?
2578237,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PX702HD,"ViewSonic PX702HD DLP, 3D, Full HD, 1920x1080, 3500 Lm, 22000:1, лампа 4500/10000 часов (норм/SuperEco режим), TR 1.52-1.82, VGA, HDMI, композитный, USB (B), RS232, 30 дБ, 2.1 кг, 320x210x123 мм",,?
2578885,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PX725HD,"ViewSonic PX725HD DLP, 3D, Full HD, 1920x1080, 2000 Lm, 22000:1, лампа 3500/7000 часов (норм/SuperEco режим), TR 1.5-1.65, VGA, HDMI x2, композитный, аудио mini jack, аудио RCA, USB (A), USB (B), RS232, 34/30 дБ, 2.94 кг, 348x234x107 мм, Rec.709, Cinema SuperColor",,?
2578442,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PX727-4K,"ViewSonic PX727-4K DLP, 4K, 3840x2160, 2200 Lm, 12000:1, лампа 4000/15000 часов (норм/SuperEco режим), TR 1.47-1.76, VGA, HDMI x2, компонентный, аудио mini jack, USB (A), USB (B), RS232, 27 дБ, 4.2 кг, 332x261x135 мм, HDR, Rec.709, Rec.2020",**,?
2578526,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PX747-4K,"ViewSonic PX747-4K DLP, 4K, 3840x2160, 3500 Lm, 12000:1, лампа 4000/15000 часов (норм/SuperEco режим), TR 1.47-1.76, VGA, HDMI x2, компонентный, аудио mini jack, USB (A), USB (B), RS232, 27 дБ, 4.2 кг, 332x261x135 мм, HDR, Rec.2020",** /рез.:*,?
2578320,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PX800HD,"ViewSonic PX800HD УКФ для домашнего кинотеатра, 3D, Full HD, 1920x1080, 2000 Lm, 10000:1, лампа 3000/7500 часов (норм/SuperEco режим), TR 0.22, 20 Вт, VGA x2, HDMI x2, композитный, компонентный, аудио mini jack, аудио RCA, USB B, RS232, MHL, 29 дБ, 6.1 кг, 434x153x388 мм",,?
2574181,0,USD,Проекторы (аксессуары),3D очки и эмиттеры,Проекторы (аксессуары) 3D очки и эмиттеры 3D очки CS-VADD3G DLP Link active для 3D проектора,"3D очки CS-VADD3G DLP Link active для 3D проектора 3D активные очки для всех 3D DLP проекторов. Контраст 1000:1. Рабочее расстояние 15 метров. Частота обновления 96/100/120/144 Гц. Батарея CR2032. Время работы 100 часов. Цвет черный. В комплекте: 3D очки, чехол, салфетка для чистки, инструкция.",/рез.:*,?
2578751,0,USD,Проекторы (аксессуары),3D очки и эмиттеры,Проекторы (аксессуары) 3D очки и эмиттеры 3D очки D+D3G DLP Link active для 3D проектора,"3D очки D+D3G DLP Link active для 3D проектора 3D активные очки для всех 3D DLP проекторов. Контраст 1000:1. Рабочее расстояние 15 метров. Частота обновления 96/100/120/144 Гц. Батарея CR2032. Время работы 100 часов. Цвет черный. В комплекте: 3D очки, чехол, салфетка для чистки, инструкция.",,?
2575002,0,USD,Проекторы (аксессуары),3D очки и эмиттеры,Проекторы (аксессуары) 3D очки и эмиттеры Epson ELPGS02A (пассивные 3D-очки для взрослых),Epson ELPGS02A (пассивные 3D-очки для взрослых) Пассивные 3D-очки для проекционных 3D-систем Epson для взрослых (ELPGS02A),,?
2575003,0,USD,Проекторы (аксессуары),3D очки и эмиттеры,Проекторы (аксессуары) 3D очки и эмиттеры Epson ELPGS02B (пассивные 3D-очки для детей),Epson ELPGS02B (пассивные 3D-очки для детей) Пассивные 3D-очки для проекционных 3D-систем Epson для детей (ELPGS02B),,?
2574821,0,USD,Проекторы (аксессуары),3D очки и эмиттеры,Проекторы (аксессуары) 3D очки и эмиттеры Epson ELPGS03 (3D-очки),"Epson ELPGS03 (3D-очки) 3D-очки EPLGS03 для проекторов Epson EH-TW5910,EH-TW6100, EH-TW8100. Артикул V12H548001",****,?
2577687,0,USD,Проекторы (аксессуары),3D очки и эмиттеры,Проекторы (аксессуары) 3D очки и эмиттеры Epson ELPPL01 (поляризационный фильтр),Epson ELPPL01 (поляризационный фильтр) Набор поляризаторов для 3D-проекции для серий EB-4000/G7000/L1000/Z. Предназначен для создания пассивного 3D-изображения с инсталляционными проекторами Epson,,?
2572856,0,USD,Проекторы (аксессуары),3D очки и эмиттеры,"Проекторы (аксессуары) 3D очки и эмиттеры Внешний эмиттер JVC PK-EM1-E (3D Emitter) (Для проекторов JVC X3, X7, X9)","Внешний эмиттер JVC PK-EM1-E (3D Emitter) (Для проекторов JVC X3, X7, X9) 3D эмиттер для проекторов JVC X3, X7, X9, X30, X70, X90",****,?
2572855,0,USD,Проекторы (аксессуары),3D очки и эмиттеры,"Проекторы (аксессуары) 3D очки и эмиттеры Очки JVC PK-AG1-BE (3D Glasses) (Для проекторов JVC X3, X7, X9)","Очки JVC PK-AG1-BE (3D Glasses) (Для проекторов JVC X3, X7, X9) 3D очки для проекторов  JVC X3, X7, X9, X30, X70, X90",**** /рез.:*,?
2578975,0,USD,Проекторы (аксессуары),Крепежи,Проекторы (аксессуары) Крепежи ViewSonic PJ-WMK-303,ViewSonic PJ-WMK-303 Описание в разработке,/рез.:*,?
2571428,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J0A05.001 (лампа для BenQ MP515/MP515 ST/MP525),"BenQ 5J.J0A05.001 (лампа для BenQ MP515/MP515 ST/MP525) Ламповый блок для MP515, MP515 ST",*,?
2571434,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J0W05.001 (лампа для BenQ W1000/W1000+),BenQ 5J.J0W05.001 (лампа для BenQ W1000/W1000+) Ламповый блок для W1000,,?
2572237,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J2805.001 (лампа для BenQ SP890),BenQ 5J.J2805.001 (лампа для BenQ SP890) Ламповый блок для SP890,,?
2569396,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J2A01.001 (лампа для BenQ SP831),"BenQ 5J.J2A01.001 (лампа для BenQ SP831) Ламповый блок для SP830, SP831",,?
2571139,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J2D05.001 (ламповый блок-1 для BenQ SP920P),BenQ 5J.J2D05.001 (ламповый блок-1 для BenQ SP920P) Ламповый блок №1 для SP920P,,?
2571140,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J2D05.011 (ламповый блок-2 для BenQ SP920P),BenQ 5J.J2D05.011 (ламповый блок-2 для BenQ SP920P) Ламповый блок №2 для SP920P,,?
2569395,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J2N05.011 (лампа для BenQ SP840),BenQ 5J.J2N05.011 (лампа для BenQ SP840) Ламповый блок для SP840,,?
2572557,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J2V05.001 (лампа для BenQ MX750/MW860USTi),"BenQ 5J.J2V05.001 (лампа для BenQ MX750/MW860USTi) Ламповый блок для MX750, MW860USTi",,?
2572563,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J3A05.001 (лампа для BenQ MX880UST),BenQ 5J.J3A05.001 (лампа для BenQ MX880UST) Ламповый блок для MX880UST,,?
2572555,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J3J05.001 (лампа для BenQ MX760/MX761/MX812ST),"BenQ 5J.J3J05.001 (лампа для BenQ MX760/MX761/MX812ST) Ламповый блок для MX760, MX761, MX812ST",,?
2572562,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J3K05.001 (лампа для BenQ MW811ST),BenQ 5J.J3K05.001 (лампа для BenQ MW811ST) Ламповый блок для MW811ST,,?
2572561,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J3L05.001 (лампа для BenQ MX810ST/MX713),"BenQ 5J.J3L05.001 (лампа для BenQ MX810ST/MX713) Ламповый блок для MX810ST, MX713",,?
2572236,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J3S05.001 (лампа для BenQ MS510/MX511/MW512),"BenQ 5J.J3S05.001 (лампа для BenQ MS510/MX511/MW512) Ламповый блок для MS510, MX511, MW512",,?
2572558,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J3T05.001 (лампа для BenQ MX710/MX613ST/MS614/MX615/MX660P),"BenQ 5J.J3T05.001 (лампа для BenQ MX710/MX613ST/MS614/MX615/MX660P) Ламповый блок для MX710, MX613ST, MS614, MX615, MX660P",,?
2572556,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J3V05.001 (лампа для BenQ MX660/MX711),"BenQ 5J.J3V05.001 (лампа для BenQ MX660/MX711) Ламповый блок для MX660, MX711",,?
2572559,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J4105.001 (лампа для BenQ MS612ST),BenQ 5J.J4105.001 (лампа для BenQ MS612ST) Ламповый блок для MS612ST,,?
2572564,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J4D05.001 (лампа для BenQ SP891),BenQ 5J.J4D05.001 (лампа для BenQ SP891) Ламповый блок для SP891,,?
2575853,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J4G05.001 (лампа для BenQ W1100/W1200),"BenQ 5J.J4G05.001 (лампа для BenQ W1100/W1200) Ламповый блок для W1100, W1200",,?
2575854,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J4J05.001 (лампа для BenQ SH910),BenQ 5J.J4J05.001 (лампа для BenQ SH910) Ламповый блок для SH910,,?
2574313,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J4L05.001 (ламповый блок-1 для BenQ SH960),BenQ 5J.J4L05.001 (ламповый блок-1 для BenQ SH960) Ламповый блок №1 для SH960,,?
2574314,0,USD,Проекторы (аксессуары),Лампы,Проекторы (аксессуары) Лампы BenQ 5J.J4L05.021 (ламповый блок-2 для BenQ SH960),BenQ 5J.J4L05.021 (ламповый блок-2 для BenQ SH960) Ламповый блок №2 для SH960,,?
